ZL,ZR,ZF,ZM,ZC,类别数目
1.1606667233591776,-0.37722119239871255,-0.08691851763160316,-0.0948440445914993,-0.15590460244378512,15740
0.05184279327465685,-0.0026681262067696134,-0.22680310641135018,-0.23125407447313803,2.1913470089104843,4184
-0.7002064617056651,-0.414888271815629,-0.16114257561490536,-0.16095750887796226,-0.25513153848185444,24659
0.4833284542455338,-0.7993832595691638,2.4832016048074954,2.4247239085022585,0.3086300271376148,5336
-0.3136782907067863,1.6862584650428016,-0.5740159927137234,-0.5368201864438774,-0.17332610401164453,12125
